Year,Industry_Section,Industry,Accident_Kind,Total_NonFatal,Specified_Injuries,Over7Day_Injuries,Pct_Total,Pct_Specified,Pct_Over7Day,Severity,Year_Clean,Industry_Short
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Exposure to, or contact with, a harmful substance",28,1,27,0.01,[k],0.02,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to fire,4,1,3,[k],[k],[k],Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with electricity or electrical discharge,7,1,6,[k],[k],[k],Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Injured by an animal,185,102,83,0.07,0.09,0.06,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Acts of violence,139,44,95,0.05,0.04,0.06,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2022/23,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,390,129,261,0.15,0.11,0.18,Non-Fatal,2022/23,"Arts, entertainment and recreation; other service "
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,79,33,46,0.11,0.11,0.12,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",91,43,48,0.13,0.14,0.12,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,26,14,12,0.04,0.05,0.03,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,25,11,14,0.04,0.04,0.04,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",66,14,52,0.09,0.05,0.13,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",158,87,71,0.23,0.28,0.18,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,80,47,33,0.11,0.15,0.08,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,6,4,2,[k],0.01,[k],Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",13,3,10,0.02,[k],0.03,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,2,0,2,[k],0,[k],Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,3,2,1,[k],[k],[k],Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,2,0,2,[k],0,[k],Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,71,37,34,0.1,0.12,0.09,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,2,1,1,[k],[k],[k],Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,76,15,61,0.11,0.05,0.16,Non-Fatal,2023/24,"Agriculture, forestry and fishing [Note 8]"
2023/24r,B,Mining and quarrying [Note 3],Contact with moving machinery,9,3,6,0.09,0.08,0.1,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],"Struck by moving, including flying/falling, object",12,4,8,0.12,0.11,0.13,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Struck by moving vehicle,2,1,1,0.02,0.03,0.02,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Strike against something fixed or stationary,5,2,3,0.05,0.06,0.05,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],"Injured while handling, lifting or carrying",11,0,11,0.11,0,0.18,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],"Slips, trips or falls on same level",32,15,17,0.33,0.42,0.28,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Falls from a height,13,8,5,0.13,0.22,0.08,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Trapped by something collapsing/overturning,0,0,0,0,0,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Drowning or asphyxiation,2,2,0,0.02,0.06,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],"Exposure to, or contact with, a harmful substance",3,0,3,0.03,0,0.05,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Exposure to fire,0,0,0,0,0,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Exposure to an explosion,0,0,0,0,0,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Contact with electricity or electrical discharge,0,0,0,0,0,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Injured by an animal,0,0,0,0,0,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Acts of violence,0,0,0,0,0,0,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,B,Mining and quarrying [Note 3],Other kind of accident,8,1,7,0.08,0.03,0.11,Non-Fatal,2023/24,Mining and quarrying [Note 3]
2023/24r,C,Manufacturing,Contact with moving machinery,1167,273,894,0.12,0.11,0.12,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Struck by moving, including flying/falling, object",1364,346,1018,0.14,0.14,0.14,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Struck by moving vehicle,238,93,145,0.02,0.04,0.02,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Strike against something fixed or stationary,477,75,402,0.05,0.03,0.05,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Injured while handling, lifting or carrying",1991,198,1793,0.2,0.08,0.24,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Slips, trips or falls on same level",2313,922,1391,0.23,0.36,0.19,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Falls from a height,734,403,331,0.07,0.16,0.04,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Trapped by something collapsing/overturning,52,22,30,[k],[k],[k],Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Drowning or asphyxiation,4,4,0,[k],[k],0,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,"Exposure to, or contact with, a harmful substance",244,26,218,0.02,0.01,0.03,Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Exposure to fire,45,10,35,[k],[k],[k],Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Exposure to an explosion,7,3,4,[k],[k],[k],Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Contact with electricity or electrical discharge,32,6,26,[k],[k],[k],Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Injured by an animal,9,5,4,[k],[k],[k],Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Acts of violence,16,2,14,[k],[k],[k],Non-Fatal,2023/24,Manufacturing
2023/24r,C,Manufacturing,Other kind of accident,1229,150,1079,0.12,0.06,0.15,Non-Fatal,2023/24,Manufacturing
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Contact with moving machinery,10,7,3,0.05,0.1,0.02,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Struck by moving, including flying/falling, object",29,9,20,0.13,0.13,0.13,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Struck by moving vehicle,2,1,1,[k],0.01,[k],Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Strike against something fixed or stationary,10,1,9,0.05,0.01,0.06,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Injured while handling, lifting or carrying",40,2,38,0.18,0.03,0.25,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Slips, trips or falls on same level",70,25,45,0.32,0.36,0.3,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Falls from a height,29,14,15,0.13,0.2,0.1,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Trapped by something collapsing/overturning,0,0,0,0,0,0,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply","Exposure to, or contact with, a harmful substance",1,0,1,[k],0,[k],Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Exposure to fire,1,0,1,[k],0,[k],Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Exposure to an explosion,1,1,0,[k],0.01,0,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
2023/24r,D,"Electricity, gas, steam and air conditioning supply",Contact with electricity or electrical discharge,7,2,5,0.03,0.03,0.03,Non-Fatal,2023/24,"Electricity, gas, steam and air conditioning suppl"
