Year,Industry_Section,Industry,Accident_Kind,Fatal_Workers,Fatal_Employees,Fatal_SelfEmployed,Severity,Year_Clean,Industry_Short
2023/24r,I,Accommodation and food service activities,Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Injured by an animal,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Acts of violence,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,I,Accommodation and food service activities,Other kind of accident,0,0,0,Fatal,2023/24,Accommodation and food service activities
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with moving machinery,2,2,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Struck by moving, including flying/falling, object",3,3,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Struck by moving vehicle,2,2,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Falls from a height,4,2,2,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Trapped by something collapsing/overturning,1,1,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Drowning or asphyxiation,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to fire,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Exposure to an explosion,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Injured by an animal,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Acts of violence,0,0,0,Fatal,2023/24,Information and communication; financial and insur
2023/24r,J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Other kind of accident,2,1,1,Fatal,2023/24,Information and communication; financial and insur
2023/24r,O,Public administration and defence; compulsory social security,Contact with moving machinery,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Struck by moving vehicle,1,1,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Falls from a height,1,1,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Exposure to fire,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Exposure to an explosion,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Injured by an animal,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Acts of violence,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,O,Public administration and defence; compulsory social security,Other kind of accident,0,0,0,Fatal,2023/24,Public administration and defence; compulsory soci
2023/24r,P,Education,Contact with moving machinery,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Struck by moving vehicle,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Falls from a height,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Drowning or asphyxiation,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Exposure to fire,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Exposure to an explosion,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Injured by an animal,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Acts of violence,0,0,0,Fatal,2023/24,Education
2023/24r,P,Education,Other kind of accident,0,0,0,Fatal,2023/24,Education
2023/24r,Q,Human health and social work activities,Contact with moving machinery,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Struck by moving vehicle,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Strike against something fixed or stationary,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,"Injured while handling, lifting or carrying",0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,"Slips, trips or falls on same level",0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Falls from a height,1,1,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Trapped by something collapsing/overturning,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Drowning or asphyxiation,1,1,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Exposure to fire,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Exposure to an explosion,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Contact with electricity or electrical discharge,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Injured by an animal,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Acts of violence,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,Q,Human health and social work activities,Other kind of accident,0,0,0,Fatal,2023/24,Human health and social work activities
2023/24r,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,1,1,0,Fatal,2023/24,"Arts, entertainment and recreation; other service "
